law_nm,subject,relation,relation_category,object,article_number,confidence,concepts,created_at,pipeline_version,generator_model,evaluator_model,eval_score,retry_count
자본시장법,증권,구성함,LOGICAL,내국인 또는 외국인이 발행한 금융투자상품,제4조①,0.95,발행 주체|금융투자상품,2026-07-02,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,0.8,0
자본시장법,증권,조건임,LOGICAL,추가 지급의무가 없는 것,제4조①,0.95,추가 지급의무 부존재|취득 시 금전등 지급,2026-07-02,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,0.8,0
자본시장법,추가 지급의무,예외로함,LOGICAL,투자자가 기초 자산에 대한 매매를 성립시킬 수 있는 권리를 행사하게 됨으로써 부담하게 되는 지급의무,제4조①,1,권리 행사에 따른 지급의무|예외 규정,2026-07-02,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,0.8,0
자본시장법,제4조제1항의 증권,구성함,LOGICAL,채무증권,제4조②,1,증권의 구분|채무증권,2026-07-02,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,1,0
자본시장법,제4조제1항의 증권,구성함,LOGICAL,지분증권,제4조②,1,증권의 구분|지분증권,2026-07-02,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,1,0
자본시장법,제4조제1항의 증권,구성함,LOGICAL,수익증권,제4조②,1,증권의 구분|수익증권,2026-07-02,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,1,0
자본시장법,제4조제1항의 증권,구성함,LOGICAL,투자계약증권,제4조②,1,증권의 구분|투자계약증권,2026-07-02,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,1,0
자본시장법,제4조제1항의 증권,구성함,LOGICAL,파생결합증권,제4조②,1,증권의 구분|파생결합증권,2026-07-02,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,1,0
자본시장법,제4조제1항의 증권,구성함,LOGICAL,증권예탁증권,제4조②,1,증권의 구분|증권예탁증권,2026-07-02,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,1,0
자본시장법,자본시장과 금융투자업에 관한 법률,정의함,LOGICAL,채무증권,제4조③,1,채무증권의 정의,2026-07-02,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,0.9,1
자본시장법,채무증권,구성함,LOGICAL,국채증권,제4조③,1,채무증권의 구성 요소,2026-07-02,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,0.9,1
자본시장법,채무증권,구성함,LOGICAL,지방채증권,제4조③,1,채무증권의 구성 요소,2026-07-02,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,0.9,1
자본시장법,채무증권,구성함,LOGICAL,특수채증권,제4조③,1,채무증권의 구성 요소,2026-07-02,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,0.9,1
자본시장법,특수채증권,정의함,LOGICAL,법률에 의하여 직접 설립된 법인이 발행한 채권,제4조③,1,특수채증권의 요건,2026-07-02,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,0.9,1
자본시장법,채무증권,구성함,LOGICAL,사채권,제4조③,1,채무증권의 구성 요소,2026-07-02,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,0.9,1
자본시장법,사채권,조건임,LOGICAL,상법 제469조제2항제3호에 따른 사채 중 제7항제1호에 해당하는 것,제4조③,1,사채권의 한정 조건,2026-07-02,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,0.9,1
자본시장법,채무증권,구성함,LOGICAL,기업어음증권,제4조③,1,채무증권의 구성 요소,2026-07-02,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,0.9,1
자본시장법,기업어음증권,조건임,LOGICAL,대통령령으로 정하는 요건을 갖춘 약속어음,제4조③,1,기업어음증권의 요건,2026-07-02,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,0.9,1
자본시장법,채무증권,구성함,LOGICAL,지급청구권이 표시된 유사한 것,제4조③,0.9,채무증권의 포괄적 범위,2026-07-02,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,0.9,1
자본시장법,자본시장과 금융투자업에 관한 법률,정의함,LOGICAL,지분증권,제4조④,1,지분증권의 정의|증권의 구분,2026-07-02,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,1,0
자본시장법,지분증권,구성함,LOGICAL,주권,제4조④,0.95,지분증권의 구성 요소|주권,2026-07-02,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,1,0
자본시장법,지분증권,구성함,LOGICAL,신주인수권이 표시된 것,제4조④,0.95,지분증권의 구성 요소|신주인수권,2026-07-02,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,1,0
자본시장법,지분증권,구성함,LOGICAL,법률에 의하여 직접 설립된 법인이 발행한 출자증권,제4조④,0.95,지분증권의 구성 요소|출자증권,2026-07-02,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,1,0
자본시장법,지분증권,구성함,LOGICAL,상법에 따른 합자회사·유한책임회사·유한회사·합자조합·익명 조합의 출자지분,제4조④,0.95,지분증권의 구성 요소|상법상 출자지분,2026-07-02,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,1,0
자본시장법,지분증권,구성함,LOGICAL,출자지분 또는 출자지분을 취득할 권리가 표시된 유사한 것,제4조④,0.9,지분증권의 유사 개념|출자지분 취득 권리,2026-07-02,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,1,0
자본시장법,자본시장과 금융투자업에 관한 법률,정의함,LOGICAL,수익증권,제4조⑤,1,수익증권의 정의,2026-07-02,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,0.9,1
자본시장법,수익증권,구성함,LOGICAL,제110조의 수익증권,제4조⑤,1,수익증권의 구성요소,2026-07-02,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,0.9,1
자본시장법,수익증권,구성함,LOGICAL,제189조의 수익증권,제4조⑤,1,수익증권의 구성요소,2026-07-02,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,0.9,1
자본시장법,수익증권,구성함,LOGICAL,그 밖에 이와 유사한 것으로서 신탁의 수익권이 표시된 것,제4조⑤,1,수익증권의 유사 개념,2026-07-02,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,0.9,1
자본시장법,자본시장과 금융투자업에 관한 법률,정의함,LOGICAL,투자계약증권,제4조⑥,1,투자계약증권의 정의,2026-07-02,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,0.9,1
자본시장법,투자계약증권,구성함,LOGICAL,특정 투자자가 타인(다른 투자자 포함) 간의 공동사업에 금전등을 투자하는 계약,제4조⑥,0.95,공동사업 투자|금전등의 투자,2026-07-02,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,0.9,1
자본시장법,투자계약증권,조건임,LOGICAL,주로 타인이 수행한 공동사업의 결과에 따른 손익을 귀속받는 권리,제4조⑥,0.95,손익 귀속|타인의 사업 수행,2026-07-02,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,0.9,1
자본시장법,파생결합증권,정의함,LOGICAL,기초자산의 변동과 연계하여 미리 정하여진 방법에 따라 지급하거나 회수하는 금전등이 결정되는 권리가 표시된 것,제4조⑦,1,파생결합증권의 정의|권리의 표시,2026-07-02,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,0.9,0
자본시장법,파생결합증권,제외함,LOGICAL,발행과 동시에 투자자가 지급한 금전등에 대한 이자 또는 과실에 대해서만 기초자산의 변동과 연계된 증권,제4조⑦제1호,1,파생결합증권의 제외 범위|이자 및 과실 연계 증권,2026-07-02,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,0.9,0
자본시장법,파생결합증권,제외함,LOGICAL,제5조제1항제2호에 따른 계약상의 권리,제4조⑦제2호,1,파생결합증권의 제외 범위|계약상의 권리,2026-07-02,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,0.9,0
자본시장법,파생결합증권,제외함,LOGICAL,제165조의11제1항에 따라 주권상장법인이 발행하는 사채로서 특정 조건(주식 전환 또는 의무 감면)이 붙은 것,제4조⑦제3호,1,파생결합증권의 제외 범위|조건부 사채,2026-07-02,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,0.9,0
자본시장법,파생결합증권,제외함,LOGICAL,"「은행법」 제33조제1항제2호부터 제4호까지의 규정에 따른 상각형 조건부자본증권, 은행주식 전환형 조건부자본증권 및 은행지주회사주식 전환형 조건부자본증권",제4조⑦제3호의2,1,파생결합증권의 제외 범위|은행 관련 조건부자본증권,2026-07-02,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,0.9,0
자본시장법,파생결합증권,제외함,LOGICAL,「금융지주회사법」 제15조의2제1항제2호 또는 제3호에 따른 상각형 조건부자본증권 또는 전환형 조건부자본증권,제4조⑦제3호의3,1,파생결합증권의 제외 범위|금융지주회사 관련 조건부자본증권,2026-07-02,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,0.9,0
자본시장법,파생결합증권,제외함,LOGICAL,"「보험업법」 제114조의2제1항제1호에서 제3호까지의 규정에 따른 상각형 조건부자본증권, 보험회사주식 전환형 조건부자본증권 및 금융지주회사주식 전환형 조건부자본증권",제4조⑦제3호의4,1,파생결합증권의 제외 범위|보험 관련 조건부자본증권,2026-07-02,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,0.9,0
자본시장법,파생결합증권,제외함,LOGICAL,"「상법」 제469조제2항제2호, 제513조 및 제516조의2에 따른 사채",제4조⑦제4호,1,파생결합증권의 제외 범위|상법상 사채,2026-07-02,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,0.9,0
자본시장법,파생결합증권,제외함,LOGICAL,제1호부터 제4호에 따른 금융투자상품과 유사한 것으로서 대통령령으로 정하는 금융투자상품,제4조⑦제5호,1,파생결합증권의 제외 범위|대통령령에 따른 유사 상품,2026-07-02,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,0.9,0
자본시장법,자본시장과 금융투자업에 관한 법률,정의함,LOGICAL,증권예탁증권,제4조⑧,1,증권예탁증권의 정의,2026-07-02,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,0.8,0
자본시장법,증권예탁증권,구성함,LOGICAL,제4조②제1호부터 제5호까지의 증권,제4조⑧,0.95,예탁 대상 증권|구성 요소,2026-07-02,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,0.8,0
자본시장법,증권예탁증권,조건임,LOGICAL,예탁받은 자가 발행국 외의 국가에서 발행한 것,제4조⑧,0.9,발행국 요건|발행지 조건,2026-07-02,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,0.8,0
자본시장법,증권예탁증권,조건임,LOGICAL,예탁받은 증권에 관련된 권리가 표시된 것,제4조⑧,0.9,권리 표시 요건,2026-07-02,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,0.8,0
자본시장법,제4조제2항 각 호의 어느 하나에 해당하는 증권에 표시될 수 있거나 표시되어야 할 권리,간주함,LOGICAL,그 증권,제4조제9항,1,증권 미발행 시 권리의 효력|권리의 증권 간주,2026-07-02,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,1,1
자본시장법,제4조제9항,참조함,STRUCTURE,제4조제2항,제4조제9항,1,증권의 범위 참조,2026-07-02,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,1,1
자본시장법,제4조제9항,조건임,LOGICAL,그 증권이 발행되지 아니한 경우,제4조제9항,0.95,증권 미발행 조건,2026-07-02,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,1,1
자본시장법,자본시장과 금융투자업에 관한 법률,정의함,LOGICAL,기초자산,제4조⑩,1,기초자산의 정의,2026-07-02,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,0.8,0
자본시장법,기초자산,구성함,LOGICAL,금융투자상품,제4조⑩제1호,1,기초자산의 구성요소|금융투자상품,2026-07-02,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,0.8,0
자본시장법,기초자산,구성함,LOGICAL,통화,제4조⑩제2호,1,기초자산의 구성요소|통화,2026-07-02,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,0.8,0
자본시장법,기초자산,구성함,LOGICAL,일반상품,제4조⑩제3호,1,기초자산의 구성요소|일반상품,2026-07-02,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,0.8,0
자본시장법,기초자산,구성함,LOGICAL,신용위험,제4조⑩제4호,1,기초자산의 구성요소|신용위험,2026-07-02,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,0.8,0
자본시장법,기초자산,구성함,LOGICAL,가격·이자율·지표·단위의 산출이나 평가가 가능한 위험,제4조⑩제5호,0.9,기초자산의 구성요소|경제적 현상에 속하는 위험,2026-07-02,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,0.8,0
자본시장법,자본시장과 금융투자업에 관한 법률,정의함,LOGICAL,파생상품,제5조①,1,파생상품의 정의|계약상의 권리,2026-07-02,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,0.8,0
자본시장법,파생상품,구성함,LOGICAL,기초자산의 가격·이자율·지표·단위 또는 지수에 의하여 산출된 금전등을 장래의 특정 시점에 인도하는 계약,제5조①제1호,0.95,파생상품의 유형|인도 약정 계약,2026-07-02,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,0.8,0
자본시장법,파생상품,구성함,LOGICAL,기초자산 관련 금전등을 수수하는 거래를 성립시킬 수 있는 권리를 부여하는 계약,제5조①제2호,0.95,파생상품의 유형|거래 성립 권리 부여 계약,2026-07-02,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,0.8,0
자본시장법,파생상품,구성함,LOGICAL,장래의 일정기간 동안 미리 정한 가격으로 기초자산 관련 금전등을 교환할 것을 약정하는 계약,제5조①제3호,0.95,파생상품의 유형|교환 약정 계약,2026-07-02,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,0.8,0
자본시장법,파생상품,구성함,LOGICAL,제1호부터 제3호까지의 규정에 따른 계약과 유사한 것으로서 대통령령으로 정하는 계약,제5조①제4호,0.95,파생상품의 유형|유사 계약,2026-07-02,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,0.8,0
자본시장법,대통령령으로 정하는 금융투자상품,예외로함,LOGICAL,파생상품,제5조①,0.9,증권 규제 대상|파생상품 정의의 예외,2026-07-02,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,0.8,0
자본시장법,자본시장과 금융투자업에 관한 법률,정의함,LOGICAL,장내파생상품,제5조②,1,장내파생상품의 정의,2026-07-02,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,0.9,0
자본시장법,장내파생상품,구성함,LOGICAL,파생상품시장에서 거래되는 파생상품,제5조②제1호,1,장내파생상품의 요건|파생상품시장 거래,2026-07-02,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,0.9,0
자본시장법,장내파생상품,구성함,LOGICAL,해외 파생상품시장에서 거래되는 파생상품,제5조②제2호,1,장내파생상품의 요건|해외 파생상품시장 거래,2026-07-02,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,0.9,0
자본시장법,장내파생상품,구성함,LOGICAL,금융투자상품시장에서 거래되는 파생상품,제5조②제3호,1,장내파생상품의 요건|시장운영자 기준 준수,2026-07-02,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,0.9,0
자본시장법,금융투자상품시장을 개설하여 운영하는 자,정함,LOGICAL,금융투자상품시장에서 거래되는 파생상품의 기준과 방법,제5조②제3호,0.9,시장운영자의 권한|거래 기준 설정,2026-07-02,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,0.9,0
자본시장법,장외파생상품,정의함,LOGICAL,파생상품으로서 장내파생상품이 아닌 것,제5조③,1,장외파생상품의 정의|파생상품의 구분,2026-07-02,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,0.9,0
자본시장법,장외파생상품,제외함,LOGICAL,장내파생상품,제5조③,0.95,장외파생상품의 정의|장내파생상품 제외,2026-07-02,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,0.9,0
자본시장법,장외파생상품,구성함,LOGICAL,파생상품,제5조③,0.9,장외파생상품의 범주|파생상품의 하위 개념,2026-07-02,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,0.9,0
자본시장법,제5조제1항 각 호의 어느 하나에 해당하는 계약 중 매매계약이 아닌 계약의 체결,간주함,LOGICAL,자본시장과 금융투자업에 관한 법률의 적용에 있어서 매매계약의 체결,제5조④,1,계약의 간주|매매계약 간주,2026-07-02,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,0.9,0
자본시장법,자본시장과 금융투자업에 관한 법률,정의함,LOGICAL,금융투자업,제6조①,1,금융투자업의 정의,2026-07-02,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,1,1
자본시장법,금융투자업,조건임,LOGICAL,이익을 얻을 목적으로 계속적이거나 반복적인 방법으로 행하는 행위,제6조①,0.95,영리성|계속성·반복성,2026-07-02,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,1,1
자본시장법,금융투자업,구성함,LOGICAL,투자매매업,제6조①,1,금융투자업의 종류,2026-07-02,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,1,1
자본시장법,금융투자업,구성함,LOGICAL,투자중개업,제6조①,1,금융투자업의 종류,2026-07-02,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,1,1
자본시장법,금융투자업,구성함,LOGICAL,집합투자업,제6조①,1,금융투자업의 종류,2026-07-02,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,1,1
자본시장법,금융투자업,구성함,LOGICAL,투자자문업,제6조①,1,금융투자업의 종류,2026-07-02,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,1,1
자본시장법,금융투자업,구성함,LOGICAL,투자일임업,제6조①,1,금융투자업의 종류,2026-07-02,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,1,1
자본시장법,금융투자업,구성함,LOGICAL,신탁업,제6조①,1,금융투자업의 종류,2026-07-02,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,1,1
자본시장법,자본시장과 금융투자업에 관한 법률,정의함,LOGICAL,투자매매업,제6조②,1,투자매매업의 정의,2026-07-02,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,0.9,2
자본시장법,투자매매업,구성함,LOGICAL,금융투자상품의 매도ㆍ매수,제6조②,1,투자매매업의 구성요소,2026-07-02,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,0.9,2
자본시장법,투자매매업,구성함,LOGICAL,증권의 발행ㆍ인수,제6조②,1,투자매매업의 구성요소,2026-07-02,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,0.9,2
자본시장법,투자매매업,구성함,LOGICAL,"청약의 권유, 청약, 청약의 승낙",제6조②,1,투자매매업의 구성요소,2026-07-02,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,0.9,2
자본시장법,투자매매업,조건임,LOGICAL,자기의 계산으로,제6조②,1,자기계산성,2026-07-02,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,0.9,2
자본시장법,투자매매업,조건임,LOGICAL,영업으로 하는 것,제6조②,1,계속성/영업성,2026-07-02,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,0.9,2
자본시장법,투자매매업,조건임,LOGICAL,누구의 명의로 하든지,제6조②,0.9,명의불문,2026-07-02,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,0.9,2
자본시장법,자본시장과 금융투자업에 관한 법률,정의함,LOGICAL,집합투자업,제6조④,1,집합투자업의 정의|집합투자를 영업으로 하는 것,2026-07-02,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,0.8,0
자본시장법,집합투자업,구성함,LOGICAL,집합투자를 영업으로 하는 것,제6조④,0.95,집합투자업의 구성요소|영업성,2026-07-02,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,0.8,0
자본시장법,제6조제4항의 집합투자,정의함,LOGICAL,"2인 이상의 투자자로부터 모은 금전등을 투자자로부터 일상적인 운용지시를 받지 아니하면서 재산적 가치가 있는 투자대상자산을 취득ㆍ처분, 그 밖의 방법 으로 운용하고 그 결과를 투자자에게 배분하여 귀속시키는 것",제6조⑤,1,집합투자 정의|운용 및 배분,2026-07-02,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,0.9,0
자본시장법,제6조제4항의 집합투자,예외로함,LOGICAL,대통령령으로 정하는 법률에 따라 사모의 방법으로 금전등을 모아 운용ㆍ배분하는 것으로서 대통령령으로 정하는 투자자의 총수가 대통령령으로 정하는 수 이하인 경우,제6조⑤,1,사모 방식 예외|투자자 수 제한,2026-07-02,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,0.9,0
자본시장법,제6조제4항의 집합투자,예외로함,LOGICAL,「자산유동화에 관한 법률」 제3조의 자산유동화계획에 따라 금전등을 모아 운용ㆍ배분하는 경우,제6조⑤,1,자산유동화계획 예외,2026-07-02,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,0.9,0
자본시장법,제6조제4항의 집합투자,예외로함,LOGICAL,행위의 성격 및 투자자 보호의 필요성 등을 고려하여 대통령령으로 정하는 경우,제6조⑤,1,대통령령에 의한 예외,2026-07-02,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,0.9,0
자본시장법,제6조⑥에 따른 금전등의 운용행위,정의함,LOGICAL,집합투자,제6조⑥,1,집합투자의 정의|운용 및 결과 귀속,2026-07-02,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,0.9,3
자본시장법,제6조⑥에 따른 금전등의 운용행위,조건임,LOGICAL,제5항 각 호 외의 부분 본문,제6조⑥,0.9,예외 규정|적용 범위,2026-07-02,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,0.9,3
자본시장법,제6조⑥에 따른 금전등의 운용행위,조건임,LOGICAL,일상적인 운용지시를 받지 아니함,제6조⑥,0.95,운용 방식의 요건,2026-07-02,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,0.9,3
자본시장법,국가재정법 제9조제4항에 따른 기금관리주체,적용대상임,SCOPE,제6조⑥에 따른 금전등의 운용행위,제6조⑥제1호,1,위탁자|기금관리주체,2026-07-02,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,0.9,3
자본시장법,농업협동조합법에 따른 농업협동조합중앙회,적용대상임,SCOPE,제6조⑥에 따른 금전등의 운용행위,제6조⑥제2호,1,위탁자|농업협동조합중앙회,2026-07-02,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,0.9,3
자본시장법,수산업협동조합법에 따른 수산업협동조합중앙회,적용대상임,SCOPE,제6조⑥에 따른 금전등의 운용행위,제6조⑥제3호,1,위탁자|수산업협동조합중앙회,2026-07-02,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,0.9,3
자본시장법,신용협동조합법에 따른 신용협동조합중앙회,적용대상임,SCOPE,제6조⑥에 따른 금전등의 운용행위,제6조⑥제4호,1,위탁자|신용협동조합중앙회,2026-07-02,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,0.9,3
자본시장법,상호저축은행법에 따른 상호저축은행중앙회,적용대상임,SCOPE,제6조⑥에 따른 금전등의 운용행위,제6조⑥제5호,1,위탁자|상호저축은행중앙회,2026-07-02,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,0.9,3
자본시장법,산림조합법에 따른 산림조합,적용대상임,SCOPE,제6조⑥에 따른 금전등의 운용행위,제6조⑥제6호,1,위탁자|산림조합,2026-07-02,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,0.9,3
자본시장법,새마을금고법에 따른 새마을금고중앙회,적용대상임,SCOPE,제6조⑥에 따른 금전등의 운용행위,제6조⑥제7호,1,위탁자|새마을금고중앙회,2026-07-02,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,0.9,3
자본시장법,우체국예금ㆍ보험에 관한 법률에 따른 체신관서,적용대상임,SCOPE,제6조⑥에 따른 금전등의 운용행위,제6조⑥제8호,1,위탁자|체신관서,2026-07-02,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,0.9,3
자본시장법,제251조제1항 전단에 따라 보험회사가 설정한 투자신탁,적용대상임,SCOPE,제6조⑥에 따른 금전등의 운용행위,제6조⑥제9호,1,위탁자|투자신탁,2026-07-02,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,0.9,3
